date,country,avg_temperature,humidity,co2_emission,energy_consumption,renewable_share,urban_population,industrial_activity_index,energy_price
2020-11-11,Germany,15.88,66.99,122.72,4941.75,6.64,79.31,67.93,56.67
2020-11-12,Germany,15.07,32.7,178.92,9488.64,13.69,71.43,56.83,66.99
2020-11-13,Germany,15.03,79.32,182.45,8834.1,5.8,82.78,95.91,50.42
2020-11-14,Germany,15.31,78.06,304.16,10265.72,7.35,72.76,56.04,66.37
2020-11-15,Germany,15.71,31.67,423.21,10549.12,7.12,61.17,55.71,57.39
2020-11-16,Germany,18.01,31.9,238.03,9511.86,6.48,84.54,87.78,43.49
2020-11-17,Germany,15.49,78.58,714.97,2494.59,14.71,73.64,63.58,50.66
2020-11-18,Germany,16.63,74.54,194.32,1539.76,5.71,82.31,96.1,179.5
2020-11-19,Germany,17.72,39.13,398.84,3733.56,6.78,66.12,76.33,90.59
2020-11-20,Germany,16.83,64.74,559.52,3603.43,14.48,77.55,99.32,98.82
2020-11-21,Germany,17.14,52.04,230.39,3738.37,5.38,84.23,67.22,36.1
2020-11-22,Germany,15.36,34.14,704.31,8364.22,14.76,67.16,81.68,140.73
2020-11-23,Germany,16.9,72.74,126.55,9895.34,5.87,74.04,89.9,196.1
2020-11-24,Germany,16.98,67.72,270.64,7429.25,12.71,73.08,41.92,73.53
2020-11-25,Germany,15.54,40.28,255.91,10087.22,13.19,60.09,68.26,59.99
2020-11-26,Germany,17.51,77.46,78.3,4434.1,12.67,61.21,90.65,121.4
2020-11-27,Germany,16.53,67.5,719.09,7613.61,11.28,65.99,95.28,182.69
2020-11-28,Germany,17.89,44.33,543.77,11422.89,5.38,76.47,64.25,43.47
2020-11-29,Germany,15.45,65.08,731.15,6057.12,13.26,83.45,89.64,154.08
2020-11-30,Germany,17.44,65.36,338.48,10034.03,7.14,83.58,66.82,54.74
2020-12-01,Germany,22.49,45.94,59.29,1302.27,9.4,75.92,91.87,32.17
2020-12-02,Germany,22.49,48.13,447.55,1179.67,5.13,62.46,53.85,100.14
2020-12-03,Germany,22.49,50.87,273.31,5744.71,13.8,74.16,85.4,135.97
2020-12-04,Germany,22.49,56.43,224.02,1482.56,11.27,88.92,82.35,158.57
2020-12-05,Germany,22.49,49.3,297.37,4308.12,8.13,86.12,81.92,128.08
2020-12-06,Germany,22.49,34.95,469.31,6726.67,12.36,69.59,71.62,128.69
2020-12-07,Germany,22.49,51.02,467.2,7093.71,14.32,65.56,52.2,37.26
2020-12-08,Germany,22.49,86.31,384.82,7753.53,6.85,86.09,87.63,113.03
2020-12-09,Germany,22.49,75.9,333.22,2518.94,8.2,76.22,77.02,174.72
2020-12-10,Germany,22.49,45.74,464.54,1923.15,8.58,74.54,85.01,178.58
2020-12-11,Germany,22.49,63.61,372.72,2338.84,7.22,72.2,73.48,131.77
2020-12-12,Germany,22.49,43.24,113.22,1234.72,11.26,72.77,61.85,81.05
2020-12-13,Germany,22.49,62.15,59.42,3627.5,10.49,69.13,93.62,199.31
2020-12-14,Germany,22.49,54.1,378.52,6482.46,9.52,83.94,67.65,175.58
2020-12-15,Germany,22.49,82.32,135.07,1278.58,9.29,73.44,56.83,125.16
2020-12-16,Germany,22.49,44.12,144.96,5097.43,8.89,89.45,69.68,146.74
2020-12-17,Germany,22.49,52.52,174.35,6731.0,14.4,87.67,72.48,104.02
2020-12-18,Germany,22.49,53.74,83.71,7981.74,10.46,80.8,41.19,90.35
2020-12-19,Germany,22.49,72.14,424.77,7168.81,8.32,87.86,57.8,119.29
2020-12-20,Germany,22.49,54.02,130.4,2885.81,7.07,82.94,61.34,78.71
2020-12-21,Germany,22.49,72.05,382.84,5072.47,13.86,72.88,87.24,145.76
2020-12-22,Germany,22.49,89.65,161.6,3973.89,8.74,84.13,88.6,168.09
2020-12-23,Germany,22.49,49.27,439.68,5772.57,7.76,79.93,51.63,36.63
2020-12-24,Germany,22.49,60.58,226.2,4812.26,5.8,72.9,95.32,183.04
2020-12-25,Germany,22.49,45.02,433.4,1283.51,7.63,84.02,41.55,166.63
2020-12-26,Germany,22.49,70.71,455.14,6118.55,7.19,63.79,52.77,197.54
2020-12-27,Germany,22.49,60.34,292.03,3938.15,6.45,83.46,54.64,116.81
2020-12-28,Germany,22.49,65.61,134.77,5465.0,7.97,61.33,65.12,180.01
2020-12-29,Germany,22.49,47.68,63.81,4410.38,9.19,78.73,81.89,36.2
2020-12-30,Germany,22.49,32.35,317.81,5056.3,8.6,63.19,92.16,102.89
2020-12-31,Germany,22.49,51.25,361.03,3026.14,14.42,73.32,95.46,35.49
2021-01-01,Germany,27.0,34.34,513.6,2400.47,15.03,66.68,72.41,170.62
2021-01-02,Germany,28.03,66.3,532.07,7729.16,8.46,73.31,91.75,187.28
2021-01-03,Germany,28.1,64.57,521.88,8879.42,16.73,68.44,82.14,59.51
2021-01-04,Germany,28.98,73.32,371.03,11843.81,17.03,76.4,45.86,170.72
2021-01-05,Germany,26.9,44.4,622.25,2084.17,16.66,88.71,59.99,127.21
2021-01-06,Germany,27.5,32.72,371.26,11711.55,17.66,68.97,77.16,183.9
2021-01-07,Germany,27.25,84.46,391.72,11420.04,15.42,75.49,63.88,64.07
2021-01-08,Germany,27.02,78.69,159.31,10049.12,12.73,72.11,70.31,192.16
2021-01-09,Germany,29.9,40.01,357.8,10519.81,13.69,89.8,88.15,111.73
2021-01-10,Germany,28.45,88.62,509.08,10396.12,14.25,64.5,66.53,199.33
2021-01-11,Germany,27.66,82.75,567.1,2404.01,9.93,67.89,80.68,87.37
2021-01-12,Germany,28.46,43.28,395.91,7126.34,17.65,86.63,86.62,118.13
2021-01-13,Germany,27.9,41.1,348.31,8918.03,15.59,65.2,62.3,87.61
2021-01-14,Germany,27.54,72.5,348.53,5238.31,13.63,76.49,43.19,36.46
2021-01-15,Germany,27.64,73.67,553.74,6991.24,9.2,89.84,86.24,169.76
2021-01-16,Germany,27.51,54.72,430.21,5248.94,13.98,75.22,57.88,101.87
2021-01-17,Germany,27.57,40.9,692.54,6182.17,8.59,75.12,53.93,123.19
2021-01-18,Germany,27.27,82.17,312.75,9002.16,9.97,78.59,48.53,66.05
2021-01-19,Germany,28.83,57.46,738.14,8479.59,15.53,86.52,51.56,63.98
2021-01-20,Germany,26.65,57.41,738.02,8950.43,11.47,84.76,80.51,129.53
2021-01-21,Germany,28.57,84.67,273.98,4153.4,13.75,80.58,72.04,166.85
2021-01-22,Germany,26.5,73.34,170.09,1692.75,8.27,86.03,94.3,102.47
2021-01-23,Germany,28.45,55.88,519.71,7381.63,10.64,75.99,56.45,110.16
2021-01-24,Germany,26.83,83.52,307.42,8384.97,9.44,71.96,99.51,71.76
2021-01-25,Germany,26.5,84.56,435.5,5925.78,12.58,88.26,45.33,131.6
2021-01-26,Germany,27.77,76.11,641.41,5529.68,13.1,73.25,82.23,64.57
2021-01-27,Germany,28.05,77.67,172.17,7081.63,13.45,68.99,64.08,48.25
2021-01-28,Germany,29.68,70.31,743.91,2872.72,12.2,71.85,71.54,82.0
2021-01-29,Germany,28.12,68.03,585.85,3074.38,7.8,84.88,69.63,121.62
2021-01-30,Germany,26.97,30.22,135.17,7055.66,16.01,72.99,67.42,119.21
2021-01-31,Germany,29.09,57.24,389.12,2588.71,10.92,89.94,84.98,159.09
2021-02-01,Germany,31.89,56.17,400.87,10407.64,14.07,70.81,58.65,168.65
2021-02-02,Germany,30.27,38.29,628.97,14901.11,8.73,85.21,84.21,181.15
2021-02-03,Germany,30.57,68.03,112.84,8256.61,14.05,85.65,98.71,176.27
2021-02-04,Germany,31.94,56.85,100.92,3672.32,11.45,75.86,56.95,52.99
2021-02-05,Germany,33.5,34.68,929.85,8396.51,16.3,88.11,57.44,46.02
2021-02-06,Germany,31.01,58.97,631.48,5835.92,18.09,70.57,86.61,111.98
2021-02-07,Germany,35.33,46.82,572.4,9605.63,11.13,84.14,98.19,179.71
2021-02-08,Germany,29.79,35.82,327.75,3816.42,12.17,70.38,41.62,119.02
2021-02-09,Germany,32.3,69.24,326.1,14609.56,17.13,66.22,55.03,187.58
2021-02-10,Germany,35.34,53.19,449.48,4586.04,14.99,86.56,98.15,175.94
2021-02-11,Germany,30.21,82.95,418.57,2630.31,9.84,81.4,41.28,183.38
2021-02-12,Germany,32.16,30.69,690.0,7573.58,12.63,63.43,52.21,193.68
2021-02-13,Germany,34.75,77.16,623.29,14343.85,7.64,62.53,76.9,66.14
2021-02-14,Germany,33.98,81.35,347.89,7480.3,15.39,62.97,92.64,128.66
2021-02-15,Germany,34.77,49.72,539.44,13240.73,10.35,78.8,55.07,141.56
2021-02-16,Germany,32.73,52.52,556.01,7402.32,12.3,60.45,46.97,149.72
2021-02-17,Germany,31.41,65.3,532.71,3699.78,14.08,86.42,88.16,110.35
2021-02-18,Germany,34.93,88.89,846.6,3045.81,16.7,76.35,71.04,83.83
2021-02-19,Germany,33.92,47.87,628.21,8369.12,9.14,62.14,77.1,87.36
2021-02-20,Germany,32.07,51.23,825.3,13264.12,17.09,74.87,92.25,181.19
2021-02-21,Germany,35.21,72.32,780.03,13841.22,17.35,64.42,88.38,140.84
2021-02-22,Germany,34.82,38.09,497.17,10626.34,14.33,62.84,41.79,128.77
2021-02-23,Germany,33.48,84.1,772.45,13807.99,10.3,77.37,60.4,169.45
2021-02-24,Germany,33.75,89.68,124.78,7038.33,11.8,83.01,73.59,111.81
2021-02-25,Germany,35.08,46.35,611.14,14195.6,12.08,76.64,54.14,142.1
2021-02-26,Germany,30.95,67.94,232.41,6988.44,15.18,88.07,73.24,176.26
2021-02-27,Germany,30.24,42.81,572.15,3476.33,9.04,64.14,90.62,41.11
2021-02-28,Germany,29.8,34.68,94.8,7043.07,17.75,73.81,81.47,178.81
2021-03-01,Germany,32.99,87.46,274.52,11606.6,12.56,75.4,48.75,155.61
2021-03-02,Germany,36.04,34.18,976.94,8545.78,9.06,64.92,65.2,195.62
2021-03-03,Germany,35.46,81.8,172.55,15276.45,12.05,60.52,69.56,181.74
2021-03-04,Germany,32.58,56.45,330.9,12376.27,9.65,66.86,43.89,76.13
2021-03-05,Germany,36.32,81.74,793.79,6488.89,16.44,80.51,73.34,67.78
2021-03-06,Germany,34.71,76.43,597.29,4935.83,7.9,79.21,71.75,93.42
2021-03-07,Germany,31.82,33.2,306.69,13383.47,12.83,88.76,61.76,163.93
2021-03-08,Germany,31.33,81.17,804.57,15220.85,12.67,80.2,41.22,74.15
2021-03-09,Germany,32.71,67.27,865.16,15407.95,9.07,78.36,57.89,138.95
2021-03-10,Germany,32.29,53.5,535.17,13091.81,10.53,76.85,77.43,180.41
2021-03-11,Germany,32.09,33.42,228.86,8400.08,13.19,73.2,65.81,106.09
2021-03-12,Germany,33.65,44.95,834.01,5589.06,14.37,81.96,98.13,69.18
2021-03-13,Germany,32.42,43.8,831.3,15364.22,12.65,81.21,88.46,186.85
2021-03-14,Germany,35.69,37.09,355.34,10109.91,15.82,61.85,46.15,109.52
2021-03-15,Germany,35.42,51.77,670.3,9690.46,9.71,88.12,74.34,41.68
2021-03-16,Germany,32.39,37.76,934.18,5006.91,15.18,81.12,94.03,50.25
2021-03-17,Germany,35.48,36.62,236.99,5994.9,9.24,86.93,68.57,113.87
2021-03-18,Germany,31.38,35.87,280.99,3824.62,8.67,64.28,93.76,102.71
2021-03-19,Germany,35.8,60.04,953.4,5219.77,16.76,76.02,58.86,105.5
2021-03-20,Germany,34.59,59.03,829.01,8181.49,18.0,89.98,96.92,133.65
2021-03-21,Germany,33.03,85.12,666.71,2323.64,18.13,63.65,52.82,193.28
2021-03-22,Germany,32.87,51.58,325.79,7736.42,10.72,85.43,63.32,132.76
2021-03-23,Germany,31.22,85.03,972.54,11440.98,15.69,75.7,45.09,190.53
2021-03-24,Germany,32.88,53.21,707.69,2409.32,9.22,76.42,44.04,32.2
2021-03-25,Germany,34.52,78.83,988.99,4628.03,11.17,68.05,71.67,52.77
2021-03-26,Germany,33.43,46.78,711.74,8919.36,14.31,62.9,99.12,130.39
2021-03-27,Germany,32.67,33.42,113.68,15594.0,15.83,85.59,50.14,158.34
2021-03-28,Germany,31.51,47.9,992.55,11456.51,8.8,68.82,49.47,189.76
2021-03-29,Germany,35.28,78.12,942.03,2509.83,16.2,61.35,60.77,43.09
2021-03-30,Germany,31.82,56.96,279.53,8062.58,12.89,65.23,67.36,70.52
2021-03-31,Germany,30.98,57.8,114.91,8897.1,12.46,60.78,88.24,137.51
2021-04-01,Germany,29.62,70.31,497.28,10198.03,9.05,75.94,71.94,154.98
2021-04-02,Germany,29.69,81.15,381.75,6206.54,16.06,81.56,85.33,190.45
2021-04-03,Germany,32.18,79.87,597.18,5013.93,15.0,76.86,64.29,45.54
2021-04-04,Germany,33.16,61.7,906.67,2698.52,12.93,76.64,72.29,67.93
2021-04-05,Germany,32.35,74.58,844.09,8185.52,9.5,66.33,56.36,50.71
2021-04-06,Germany,34.69,84.96,531.75,2105.73,8.53,66.72,71.94,122.32
2021-04-07,Germany,33.36,61.93,923.28,3276.75,9.61,89.49,61.69,105.9
2021-04-08,Germany,34.38,83.16,289.64,11309.69,11.86,68.31,76.0,158.73
2021-04-09,Germany,34.27,88.77,158.84,12110.2,11.83,70.59,64.22,96.0
2021-04-10,Germany,32.53,43.49,349.27,8094.86,8.4,71.57,82.36,134.51
2021-04-11,Germany,32.38,60.51,362.28,14762.47,17.84,74.88,53.62,33.93
2021-04-12,Germany,33.9,33.17,523.7,10722.17,10.65,61.86,72.55,32.5
2021-04-13,Germany,31.42,62.7,866.88,13595.78,17.51,61.99,54.31,56.13
2021-04-14,Germany,30.25,70.53,482.3,9461.69,8.93,83.84,67.43,85.88
2021-04-15,Germany,33.35,30.99,762.41,6229.09,7.85,75.19,86.52,109.05
2021-04-16,Germany,30.23,36.33,887.0,11866.35,9.83,82.94,79.46,88.29
2021-04-17,Germany,33.2,30.64,673.27,5854.46,10.43,86.14,91.99,193.27
2021-04-18,Germany,32.33,77.07,197.08,8077.25,12.74,85.56,73.65,173.05
2021-04-19,Germany,29.89,57.59,315.73,8995.03,15.65,87.37,60.14,88.5
2021-04-20,Germany,31.59,37.64,580.34,4445.88,17.43,64.39,56.98,181.59
2021-04-21,Germany,34.81,79.22,886.47,6041.21,14.03,63.32,97.94,95.41
2021-04-22,Germany,31.69,81.45,465.84,10732.23,8.57,77.65,86.04,150.08
2021-04-23,Germany,32.09,35.34,418.48,3110.31,10.1,60.63,84.9,105.1
2021-04-24,Germany,33.57,65.97,262.33,2773.55,10.54,85.71,96.27,190.54
2021-04-25,Germany,30.6,54.91,438.91,4638.35,9.02,74.04,99.22,160.22
2021-04-26,Germany,33.95,39.31,796.28,9671.07,10.39,82.07,99.44,168.26
2021-04-27,Germany,32.77,74.78,664.94,6686.63,14.32,70.74,76.97,33.77
2021-04-28,Germany,32.42,82.82,882.63,2763.73,12.91,60.67,52.94,175.39
2021-04-29,Germany,33.66,43.78,479.08,10064.01,11.87,81.34,87.0,118.34
2021-04-30,Germany,31.04,63.46,95.57,12856.72,14.39,62.53,61.18,73.4
2021-05-01,Germany,26.87,37.35,505.16,9009.67,13.75,84.37,63.06,106.43
2021-05-02,Germany,26.51,67.03,354.19,2153.0,8.55,64.27,68.81,171.02
2021-05-03,Germany,28.92,45.47,131.2,4756.49,16.7,71.3,41.06,105.39
2021-05-04,Germany,26.75,61.43,625.55,10761.27,14.54,80.0,91.67,132.96
2021-05-05,Germany,29.82,31.2,394.04,2197.19,9.38,62.27,76.96,74.63
2021-05-06,Germany,27.07,53.12,277.1,11935.66,16.35,76.86,57.65,73.5
2021-05-07,Germany,27.9,44.03,408.74,5132.88,8.48,88.65,56.46,174.81
2021-05-08,Germany,28.41,47.81,476.45,1641.74,15.93,82.27,71.31,69.08
2021-05-09,Germany,29.73,59.35,466.36,9905.98,9.22,61.32,79.93,47.97
2021-05-10,Germany,28.42,33.2,648.16,2140.89,15.17,63.76,71.37,191.61
2021-05-11,Germany,27.12,88.33,749.29,6393.93,11.27,62.3,97.53,129.25
2021-05-12,Germany,29.55,63.86,159.08,10863.77,12.86,65.16,79.89,101.22
2021-05-13,Germany,27.9,70.73,488.22,9033.38,13.76,74.02,89.7,118.19
2021-05-14,Germany,27.04,76.89,83.69,2241.9,16.87,80.2,67.86,106.02
2021-05-15,Germany,26.73,44.75,624.26,8016.84,14.02,68.09,67.66,194.71
2021-05-16,Germany,29.32,57.49,657.73,8040.55,8.96,60.47,51.83,199.27
2021-05-17,Germany,29.68,77.75,85.13,6424.28,10.56,78.79,53.26,126.54
2021-05-18,Germany,27.09,35.79,319.87,10377.18,10.6,71.83,90.23,71.69
2021-05-19,Germany,27.87,82.41,646.51,6193.28,8.13,66.45,82.12,81.63
2021-05-20,Germany,27.89,56.45,723.92,10660.25,14.28,68.61,82.32,183.27
2021-05-21,Germany,27.86,56.07,206.85,8575.04,16.92,85.12,44.19,58.05
2021-05-22,Germany,27.55,63.71,225.27,7310.41,12.58,86.08,78.33,182.17
2021-05-23,Germany,29.52,59.98,609.42,7328.1,16.18,77.93,98.98,53.88
2021-05-24,Germany,29.78,33.16,394.39,9166.02,11.05,61.87,91.6,67.0
2021-05-25,Germany,26.5,68.09,126.19,6672.44,17.44,77.21,61.37,72.15
2021-05-26,Germany,29.71,49.11,256.77,11915.59,12.28,73.6,83.66,63.84
2021-05-27,Germany,26.57,35.52,236.23,9372.89,14.24,69.02,68.21,74.04
2021-05-28,Germany,28.29,53.48,245.96,9579.54,15.36,89.81,99.36,144.13
2021-05-29,Germany,27.56,63.85,162.82,8883.79,7.58,65.79,73.58,33.88
2021-05-30,Germany,29.92,70.47,402.06,8442.52,13.07,69.6,63.16,86.83
2021-05-31,Germany,29.61,86.68,368.54,2133.0,8.77,70.11,92.23,184.24
2021-06-01,Germany,22.49,86.47,168.22,4713.68,14.59,76.75,99.2,152.92
2021-06-02,Germany,22.49,40.27,426.26,6376.96,14.86,67.62,64.57,46.6
2021-06-03,Germany,22.49,63.02,66.5,7617.27,10.61,69.96,62.43,57.91
2021-06-04,Germany,22.49,43.84,438.37,3825.89,14.65,73.65,73.8,50.93
2021-06-05,Germany,22.49,40.59,216.65,7181.87,7.84,67.28,44.41,51.63
2021-06-06,Germany,22.49,81.38,193.01,4042.02,17.75,81.08,95.51,39.84
2021-06-07,Germany,22.49,87.09,199.44,5980.83,11.08,89.2,80.6,67.72
2021-06-08,Germany,22.49,44.3,227.56,7659.1,13.86,77.93,43.75,69.16
2021-06-09,Germany,22.49,35.11,196.57,6220.57,14.35,89.25,65.37,197.23
2021-06-10,Germany,22.49,87.61,308.0,6926.48,11.89,83.89,47.01,191.65
2021-06-11,Germany,22.49,33.19,137.28,3363.3,10.37,82.19,46.33,66.57
2021-06-12,Germany,22.49,67.2,109.31,7438.18,12.33,76.82,60.38,31.62
2021-06-13,Germany,22.49,44.26,117.46,3990.93,17.3,69.63,79.21,35.47
2021-06-14,Germany,22.49,35.46,276.59,5830.4,8.29,89.06,61.78,184.8
2021-06-15,Germany,22.49,40.13,141.81,2630.12,9.14,66.48,70.9,176.32
2021-06-16,Germany,22.49,64.41,474.3,6853.56,13.01,76.03,48.43,163.86
2021-06-17,Germany,22.49,34.34,432.76,6709.13,9.51,67.69,84.31,184.56
2021-06-18,Germany,22.49,57.96,376.57,1253.03,12.26,84.91,75.41,168.51
2021-06-19,Germany,22.49,47.53,486.89,7441.85,12.02,79.05,97.07,133.17
2021-06-20,Germany,22.49,39.21,253.55,3562.92,15.1,73.18,44.58,193.88
2021-06-21,Germany,22.49,83.67,332.34,3806.77,12.27,62.2,56.75,141.16
2021-06-22,Germany,22.49,54.04,185.53,4743.92,18.57,82.17,77.4,146.13
2021-06-23,Germany,22.49,67.29,486.57,6305.46,12.99,68.48,43.01,161.41
2021-06-24,Germany,22.49,78.85,438.25,2977.64,9.99,70.8,98.99,71.89
2021-06-25,Germany,22.49,37.64,271.96,1187.93,15.43,69.02,97.75,134.13
2021-06-26,Germany,22.49,73.7,348.17,4730.07,9.3,88.75,75.16,199.55
2021-06-27,Germany,22.49,31.93,455.58,2920.54,15.67,65.31,43.43,136.75
2021-06-28,Germany,22.49,64.65,129.19,4220.4,12.41,60.14,57.2,44.74
2021-06-29,Germany,22.49,50.88,420.12,7565.15,12.84,68.5,83.89,33.39
2021-06-30,Germany,22.49,83.82,152.75,1301.36,8.81,74.21,88.37,74.42
2021-07-01,Germany,18.01,37.31,136.91,7560.91,15.39,70.09,90.44,163.73
2021-07-02,Germany,16.7,72.58,445.56,7203.07,15.61,70.49,42.71,58.84
2021-07-03,Germany,15.12,57.13,133.77,10852.74,12.17,66.07,89.78,31.87
2021-07-04,Germany,17.23,60.94,498.03,8510.64,10.49,83.54,65.82,70.89
2021-07-05,Germany,16.22,36.14,591.14,5666.75,16.95,71.83,46.95,133.07
2021-07-06,Germany,15.83,88.61,581.74,1972.91,8.11,60.1,71.09,38.55
2021-07-07,Germany,16.57,62.11,93.16,3833.59,12.2,79.41,72.34,113.13
2021-07-08,Germany,15.91,38.95,240.54,3297.42,17.31,89.28,61.25,109.15
2021-07-09,Germany,16.52,35.42,744.09,6955.81,8.69,74.23,89.4,157.03
2021-07-10,Germany,16.77,45.02,701.51,7039.14,17.32,60.19,71.18,102.81
2021-07-11,Germany,16.32,78.21,518.62,3388.79,14.18,85.75,89.95,81.1
2021-07-12,Germany,16.43,43.27,326.39,4635.69,15.62,65.88,45.25,175.03
2021-07-13,Germany,17.79,40.88,232.95,4626.3,9.61,88.33,94.6,98.14
2021-07-14,Germany,15.01,71.62,454.36,10399.78,11.13,61.17,61.03,89.15
2021-07-15,Germany,16.21,70.81,725.82,9869.11,11.91,67.49,98.29,125.66
2021-07-16,Germany,17.45,44.79,664.34,9238.97,8.35,62.56,83.88,53.15
2021-07-17,Germany,15.75,74.93,688.64,7683.82,14.14,60.3,66.16,143.06
2021-07-18,Germany,18.16,77.75,537.78,4793.34,15.33,62.05,91.37,62.85
2021-07-19,Germany,15.35,88.09,291.62,9351.54,17.49,89.38,44.33,63.93
2021-07-20,Germany,16.6,31.53,698.32,8246.88,15.91,67.36,88.21,127.7
2021-07-21,Germany,17.9,44.96,150.17,4628.68,13.12,84.91,57.93,102.48
2021-07-22,Germany,15.03,71.03,725.16,3725.52,11.92,82.2,73.26,115.54
2021-07-23,Germany,17.22,55.16,92.57,11172.46,10.3,62.15,59.69,85.81
2021-07-24,Germany,17.32,87.63,83.37,8157.48,13.08,60.73,49.76,171.95
2021-07-25,Germany,15.87,33.99,556.78,11993.36,13.65,74.73,67.78,88.57
2021-07-26,Germany,17.32,57.87,625.8,8340.03,10.89,86.37,64.87,139.4
2021-07-27,Germany,15.57,32.33,134.03,7121.27,12.16,60.07,99.05,199.7
2021-07-28,Germany,16.07,68.58,252.13,8516.13,12.44,88.79,88.68,130.21
2021-07-29,Germany,15.84,33.31,151.7,3576.1,14.98,73.21,65.67,196.38
2021-07-30,Germany,15.73,51.3,474.12,10222.54,13.51,81.34,96.0,67.27
2021-07-31,Germany,15.86,34.59,612.63,8856.97,17.23,77.25,74.44,48.79
2021-08-01,Germany,12.3,34.99,283.24,3731.64,17.71,77.03,74.97,151.42
2021-08-02,Germany,9.72,81.67,614.09,9165.68,14.24,72.28,62.08,83.18
2021-08-03,Germany,10.9,52.86,226.17,11583.23,9.57,64.06,85.33,63.68
2021-08-04,Germany,9.57,81.52,281.49,6793.08,14.39,63.34,96.52,130.6
2021-08-05,Germany,14.47,34.09,837.24,8637.7,17.24,84.87,73.59,53.37
2021-08-06,Germany,15.26,81.48,186.5,10302.32,12.92,83.93,41.28,45.59
2021-08-07,Germany,11.92,46.58,663.04,4354.17,17.37,67.19,56.1,93.48
2021-08-08,Germany,10.83,47.55,481.61,11334.9,17.83,83.85,98.93,199.07
2021-08-09,Germany,11.24,54.19,470.46,7648.29,17.49,71.55,60.24,94.68
2021-08-10,Germany,14.23,89.34,583.24,11358.45,10.25,75.44,47.75,53.43
2021-08-11,Germany,13.1,37.87,539.24,9035.6,17.23,66.13,83.52,138.88
2021-08-12,Germany,12.86,44.4,413.67,13694.18,14.97,80.47,96.36,179.67
2021-08-13,Germany,12.4,65.18,611.13,12311.12,17.22,64.08,56.22,53.66
2021-08-14,Germany,10.49,34.23,306.5,8589.73,9.64,62.65,46.92,48.56
2021-08-15,Germany,15.05,68.97,883.53,11305.99,17.42,66.9,98.64,66.0
2021-08-16,Germany,10.55,30.91,645.32,11777.33,13.37,77.85,43.37,184.29
2021-08-17,Germany,13.36,60.97,499.37,11449.06,7.66,80.78,91.81,80.5
2021-08-18,Germany,14.71,82.96,501.79,14307.6,10.28,75.18,67.64,70.0
2021-08-19,Germany,10.8,82.64,567.76,14767.08,11.01,68.07,92.46,199.11
2021-08-20,Germany,10.13,44.8,444.43,3557.57,16.36,74.62,85.9,155.33
2021-08-21,Germany,11.79,43.73,501.78,12104.07,13.08,70.18,53.01,53.38
2021-08-22,Germany,14.56,49.06,649.07,6005.09,17.27,83.97,88.69,62.62
2021-08-23,Germany,15.4,77.0,448.44,10173.9,13.3,61.19,98.92,54.44
2021-08-24,Germany,9.73,34.59,371.7,5392.68,16.55,65.55,46.69,86.35
2021-08-25,Germany,15.01,79.55,596.0,14617.81,12.38,80.18,51.89,130.74
2021-08-26,Germany,11.93,78.36,356.84,10160.95,7.57,64.84,67.81,122.75
2021-08-27,Germany,15.36,84.28,144.57,5028.29,15.71,84.01,77.11,78.51
2021-08-28,Germany,13.09,37.73,656.54,6291.38,14.06,84.52,43.82,149.38
2021-08-29,Germany,10.18,86.81,852.36,6748.27,12.45,64.12,81.32,111.78
2021-08-30,Germany,14.56,87.58,796.59,6051.09,16.64,63.0,81.52,32.25
2021-08-31,Germany,11.1,44.47,315.34,10829.38,13.45,86.82,83.72,198.47
2021-09-01,Germany,12.48,51.95,205.64,13075.04,15.04,73.5,42.55,79.97
2021-09-02,Germany,12.17,76.14,654.8,12335.15,13.87,60.84,43.25,62.84
2021-09-03,Germany,11.72,44.94,437.07,2294.79,9.35,75.76,63.88,114.83
2021-09-04,Germany,10.32,47.67,585.82,11550.11,13.72,70.1,45.09,82.56
2021-09-05,Germany,7.71,59.8,553.01,6491.16,11.22,75.1,61.67,112.69
2021-09-06,Germany,14.2,47.65,250.01,4588.62,10.71,81.56,52.21,148.64
2021-09-07,Germany,10.08,72.52,208.91,5905.89,10.54,63.76,68.83,79.18
2021-09-08,Germany,13.5,61.82,760.93,3445.97,11.0,88.09,84.35,185.63
2021-09-09,Germany,14.26,47.42,775.29,14196.55,12.68,63.79,46.46,86.99
2021-09-10,Germany,9.0,35.94,679.16,3745.13,11.24,88.49,57.66,184.64
2021-09-11,Germany,11.84,42.11,543.99,14712.68,17.25,82.32,79.16,56.88
2021-09-12,Germany,12.4,72.23,809.11,11345.7,13.85,65.06,51.98,90.37
2021-09-13,Germany,13.97,87.19,492.56,6884.38,15.57,84.56,78.27,124.24
2021-09-14,Germany,13.3,55.67,689.93,7618.45,15.71,85.63,61.55,147.31
2021-09-15,Germany,8.81,52.72,434.05,3181.29,8.29,73.2,77.77,61.78
2021-09-16,Germany,9.34,50.25,447.13,10291.84,11.68,74.06,62.74,47.39
2021-09-17,Germany,10.45,51.92,308.06,6720.8,8.32,63.0,86.07,183.39
2021-09-18,Germany,7.77,39.3,689.59,10768.55,11.68,78.1,77.74,124.46
2021-09-19,Germany,12.06,58.81,903.1,9499.15,16.73,88.13,69.95,88.26
2021-09-20,Germany,7.79,86.48,321.2,11042.15,15.07,66.45,66.06,139.5
2021-09-21,Germany,9.97,78.57,585.04,6846.16,15.59,67.62,62.97,122.97
2021-09-22,Germany,7.92,58.72,462.31,10060.77,12.02,74.63,50.73,138.19
